title,runtime,genre,averageRating,budget,revenue
Trolls,92,"Adventure,Animation,Comedy",6.4,125000000.0,342831709.0
Prometheus,130,"Drama,Family,Fantasy",6.7,125000000.0,402448265.0
The Bourne Legacy,135,"Action,Adventure,Thriller",6.6,125000000.0,280355920.0
Batman &amp; Robin,,,,125000000.0,238317814.0
The Fall Guy,66,"Comedy,Crime,Drama",5.2,125000000.0,180978355.0
Skyscraper,68,Drama,5.6,125000000.0,304858121.0
The Call of the Wild,100,"Adventure,Family,Western",5.9,125000000.0,107351191.0
Total Recall,113,"Action,Adventure,Sci-Fi",7.5,125000000.0,211856088.0
Shazam! Fury of the Gods,130,"Action,Adventure,Comedy",5.9,125000000.0,132276175.0
Assassin’s Creed,,,,125000000.0,240759682.0
Monster Trucks,104,"Action,Adventure,Comedy",5.7,125000000.0,61642798.0
The 13th Warrior,102,"Action,Adventure,History",6.6,125000000.0,61698899.0
How the Grinch Stole Christmas,104,"Comedy,Family,Fantasy",6.3,123000000.0,347036128.0
Mission: Impossible 2,,,,120000000.0,549588516.0
The Perfect Storm,130,"Action,Adventure,Drama",6.5,120000000.0,328711434.0
Jason Bourne,123,"Action,Thriller",6.6,120000000.0,416168316.0
Uncharted,79,Horror,2.1,120000000.0,400689914.0
Fantastic Four: Rise of the Silver Surfer,92,"Action,Adventure,Fantasy",5.6,120000000.0,289480691.0
Life of Pi,127,"Adventure,Drama,Fantasy",7.9,120000000.0,619310368.0
Ghost Rider,110,"Action,Fantasy,Thriller",5.3,120000000.0,229545589.0
Rampage,98,"Adventure,Romance",5.5,120000000.0,427947217.0
Charlie's Angels: Full Throttle,106,"Action,Adventure,Comedy",4.9,120000000.0,227163273.0
Elysium,118,"Drama,War",7.0,120000000.0,286192091.0
Oblivion,94,"Adventure,Comedy,Crime",4.8,120000000.0,287916633.0
Power Rangers,124,"Action,Adventure,Fantasy",5.9,120000000.0,142531552.0
Blue Beetle,127,"Action,Adventure,Sci-Fi",5.9,120000000.0,128777017.0
Stuart Little 2,77,"Adventure,Comedy,Family",5.5,120000000.0,166000000.0
RoboCop,102,"Action,Crime,Sci-Fi",7.6,120000000.0,242981799.0
The Chronicles of Riddick,119,"Action,Adventure,Sci-Fi",6.6,120000000.0,107212751.0
The Fantastic Four,90,"Action,Adventure,Family",3.8,120000000.0,167849187.0
Speed Racer,135,"Action,Adventure,Comedy",6.1,120000000.0,93394462.0
The Island,107,Drama,7.1,120000000.0,163018913.0
How Do You Know?,,,,120000000.0,49628177.0
Knight and Day,109,"Action,Adventure,Comedy",6.3,117000000.0,258751370.0
Tang Ren Jie Tan An 3,,,,117000000.0,625136211.0
Venom,92,"Horror,Thriller",5.8,116000000.0,856081053.0
Star Wars Ep. I: The Phantom Menace,,,,115000000.0,1046515409.0
Star Wars Ep. III: Revenge of the Sith,,,,115000000.0,848998877.0
Star Wars Ep. II: Attack of the Clones,,,,115000000.0,656695615.0
"Monsters, Inc.",92,"Adventure,Animation,Comedy",8.1,115000000.0,560483719.0
The Wolverine,\N,Western,7.0,115000000.0,416456852.0
Dante’s Peak,,,,115000000.0,178200000.0
The Huntsman: Winter’s War,,,,115000000.0,165149302.0
Windtalkers,134,"Action,Drama,War",6.1,115000000.0,77628265.0
Astérix aux Jeux Olympiques,,,,113500000.0,132999811.0
Gulliver's Travels,76,"Adventure,Animation,Comedy",6.6,112000000.0,232017848.0
Ferdinand,108,"Adventure,Animation,Comedy",6.7,111000000.0,307491645.0
Deadpool 2,119,"Action,Adventure,Comedy",7.6,110000000.0,786362370.0
Gravity,83,Drama,6.5,110000000.0,684657731.0
Night at the Museum,108,"Adventure,Comedy,Family",6.5,110000000.0,579446407.0
Venom: Let There be Carnage,,,,110000000.0,501546922.0
Mr. and Mrs. Smith,,,,110000000.0,486124090.0
San Andreas,114,"Action,Adventure,Thriller",6.1,110000000.0,456258539.0
The Smurfs,103,"Adventure,Animation,Comedy",5.4,110000000.0,563749323.0
Live Free or Die Hard,128,"Action,Thriller",7.1,110000000.0,382288147.0
The Divergent Series: Insurgent,119,"Action,Adventure,Sci-Fi",6.2,110000000.0,295075882.0
Ocean\'s Twelve,,,,110000000.0,362989076.0
Tomorrow Never Dies,119,"Action,Adventure,Thriller",6.5,110000000.0,339504276.0
The Patriot,50,Western,7.6,110000000.0,215300000.0
IF,104,"Animation,Comedy,Drama",6.5,110000000.0,184674265.0
300: Rise of an Empire,102,"Action,Drama",6.2,110000000.0,330780051.0
The Aviator,75,"Comedy,Romance",5.9,110000000.0,208370892.0
Passengers,93,"Mystery,Romance,Thriller",5.8,110000000.0,302239672.0
The Green Hornet,258,"Adventure,Crime,Family",6.4,110000000.0,229155503.0
Miss Peregrine’s Home for Peculiar Children,,,,110000000.0,295986876.0
Real Steel,127,"Action,Drama,Sci-Fi",7.1,110000000.0,263880341.0
Men in Black: International,114,"Action,Adventure,Comedy",5.6,110000000.0,254310003.0
The A-Team,117,"Action,Adventure,Crime",6.7,110000000.0,177241171.0
The Smurfs 2,105,"Adventure,Animation,Comedy",5.3,110000000.0,348547523.0
The Divergent Series: Allegiant,,,,110000000.0,172022517.0
The Taking of Pelham 123,106,"Action,Crime,Thriller",6.4,110000000.0,152364370.0
Ender’s Game,,,,110000000.0,127983283.0
Home on the Range,54,"Action,Drama,Romance",6.3,110000000.0,76482461.0
Speed 2: Cruise Control,121,"Action,Adventure,Crime",3.9,110000000.0,150468000.0
Kingdom of Heaven,144,"Action,Adventure,Drama",7.3,110000000.0,218674938.0
Ghost in the Shell,83,"Action,Animation,Crime",7.9,110000000.0,167910690.0
Around the World in 80 Days,121,"Adventure,Drama,Romance",6.6,110000000.0,72004159.0
Venom: The Last Dance,109,"Action,Adventure,Sci-Fi",6.2,110000000.0,72800000.0
Babylon,95,Drama,7.3,110000000.0,64470244.0
Dr. Seuss’ The Cat in the Hat,,,,109000000.0,133818283.0
Ali,157,"Biography,Drama,Sport",6.7,109000000.0,87683966.0
The Martian,144,"Adventure,Drama,Sci-Fi",8.0,108000000.0,653609107.0
Allied,124,"Action,Drama,Romance",7.1,106000000.0,119266661.0
"I, Robot",115,"Action,Mystery,Sci-Fi",7.1,105000000.0,348629585.0
Stuart Little,84,"Adventure,Comedy,Family",6.0,105000000.0,298815224.0
The Princess and the Frog,97,"Adventure,Animation,Comedy",7.2,105000000.0,270997378.0
"10,000 B.C.",,,,105000000.0,269065678.0
Ice Age: Collision Course,94,"Adventure,Animation,Comedy",5.7,105000000.0,402156682.0
Starship Troopers,129,"Action,Adventure,Sci-Fi",7.3,105000000.0,121099956.0
Town &amp; Country,,,,105000000.0,10364769.0
Kingsman: The Golden Circle,141,"Action,Adventure,Comedy",6.7,104000000.0,408803696.0
Gone in 60 Seconds,98,"Action,Crime,Drama",6.3,103300000.0,232643008.0
Gladiator,101,"Action,Drama,Sport",6.5,103000000.0,451683599.0
The Hangover 3,,,,103000000.0,362000072.0
A Wrinkle in Time,109,"Adventure,Drama,Family",4.3,103000000.0,133214549.0
Public Enemies,68,"Comedy,Crime,Drama",7.4,102500000.0,212282709.0
Casino Royale,131,Comedy,5.0,102000000.0,594420216.0
Minority Report,145,"Action,Crime,Mystery",7.6,102000000.0,358824714.0
Bumblebee,114,"Action,Adventure,Sci-Fi",6.7,102000000.0,464731819.0
Cloud Atlas,172,"Drama,Mystery,Sci-Fi",7.4,102000000.0,130673154.0
The Super Mario Bros. Movie,92,"Adventure,Animation,Comedy",7.0,100000000.0,1363324933.0
Spider-Man: Across the Spider-Verse,140,"Action,Adventure,Animation",8.6,100000000.0,681171857.0
Despicable Me 4,94,"Adventure,Animation,Comedy",6.2,100000000.0,961635692.0
Oppenheimer,180,"Biography,Drama,History",8.3,100000000.0,976837000.0
Beetlejuice Beetlejuice,105,"Comedy,Fantasy,Horror",6.9,100000000.0,436546138.0
Harry Potter and the Chamber of Secrets,161,"Adventure,Family,Fantasy",7.4,100000000.0,874954228.0
Terminator 2: Judgment Day,137,"Action,Adventure,Sci-Fi",8.6,100000000.0,515361524.0
Bad Boys: Ride or Die,115,"Action,Adventure,Comedy",6.6,100000000.0,400544190.0
John Wick: Chapter 4,169,"Action,Crime,Thriller",7.7,100000000.0,440320578.0
Batman Forever,121,"Action,Adventure",5.4,100000000.0,336529144.0
Planet of the Apes,112,"Adventure,Sci-Fi",8.0,100000000.0,362211740.0
National Treasure,131,"Action,Adventure,Mystery",6.9,100000000.0,331323410.0
The Hunger Games: The Ballad of Songbirds &amp; Snakes,,,,100000000.0,349048698.0
Django Unchained,165,"Comedy,Drama,Western",8.5,100000000.0,449841566.0
1917,119,"Action,Drama,History",8.2,100000000.0,389140440.0
Little Fockers,98,"Comedy,Romance",5.5,100000000.0,310650574.0
True Lies,141,"Action,Comedy,Thriller",7.3,100000000.0,365300000.0
American Gangster,157,"Biography,Crime,Drama",7.8,100000000.0,267985456.0
Cloudy with a Chance of Meatballs,90,"Adventure,Animation,Comedy",6.9,100000000.0,236827677.0
The Other Guys,107,"Action,Comedy,Crime",6.6,100000000.0,170936470.0
Lemony Snicket's A Series of Unfortunate Events,,,,100000000.0,212956024.0
The Wolf of Wall Street,90,Drama,6.5,100000000.0,389816136.0
Ghostbusters: Frozen Empire,115,"Adventure,Comedy,Fantasy",6.1,100000000.0,200810110.0
Epic,70,"Action,Adventure,Animation",5.7,100000000.0,262794441.0
Eraser,115,"Action,Crime,Thriller",6.2,100000000.0,234400000.0
The Hunchback of Notre Dame,133,"Drama,Horror,Romance",7.2,100000000.0,325500000.0
The Emperor's New Groove,78,"Adventure,Animation,Comedy",7.4,100000000.0,169630573.0
The Expendables 2,103,"Action,Adventure,Thriller",6.6,100000000.0,311979256.0
Where the Wild Things Are,101,"Adventure,Drama,Family",6.7,100000000.0,99123656.0
Eragon,104,"Action,Adventure,Family",5.1,100000000.0,249488115.0
Hercules,107,"Adventure,Fantasy,History",5.4,100000000.0,243388614.0
The Tourist,103,"Action,Thriller",6.0,100000000.0,278731369.0
End of Days,122,"Action,Fantasy,Horror",5.8,100000000.0,212026975.0
Spies in Disguise,102,"Action,Adventure,Animation",6.8,100000000.0,165124093.0
The Stepford Wives,115,"Horror,Mystery,Sci-Fi",6.9,100000000.0,96150482.0
Surf’s Up,,,,100000000.0,145395745.0
Blood Diamond,143,"Adventure,Drama,Thriller",8.0,100000000.0,171377916.0
Midway,132,"Action,Drama,History",6.8,100000000.0,126787360.0
Legend of the Guardians: The Owls of Ga'Hoole,97,"Action,Adventure,Animation",6.9,100000000.0,139716717.0
The Deep,123,"Adventure,Mystery,Thriller",6.2,100000000.0,50681884.0
Land of the Lost,102,"Action,Adventure,Comedy",5.3,100000000.0,69548641.0
Peter Pan,105,"Adventure,Family,Fantasy",7.1,100000000.0,95255485.0
Wonder Park,85,"Adventure,Animation,Comedy",5.9,100000000.0,115103325.0
Catwoman,104,"Action,Crime,Fantasy",3.4,100000000.0,82078046.0
The Expendables 3,126,"Action,Adventure,Thriller",6.1,100000000.0,209461378.0
West Side Story,153,"Crime,Drama,Musical",7.6,100000000.0,74826329.0
Treasure Planet,95,"Adventure,Animation,Family",7.2,100000000.0,91800000.0
The King’s Man,,,,100000000.0,121125300.0
Green Zone,115,"Action,Drama,Thriller",6.8,100000000.0,97523020.0
Geostorm,109,"Action,Sci-Fi,Thriller",5.3,100000000.0,220796009.0
Point Break,122,"Action,Crime,Thriller",7.3,100000000.0,126704591.0
Cats,110,"Comedy,Drama,Family",2.8,100000000.0,75323946.0
In the Heart of the Sea,122,"Action,Adventure,Biography",6.9,100000000.0,89693309.0
Transcendence,98,Drama,6.2,100000000.0,103039258.0
Fly Me to the Moon,\N,"Adventure,Comedy,Family",6.3,100000000.0,38264236.0
Son of the Mask,94,"Comedy,Family,Fantasy",2.3,100000000.0,59918422.0
Expend4bles,,,,100000000.0,51133603.0
Mortal Engines,128,"Action,Adventure,Fantasy",6.1,100000000.0,85481904.0
Chaos Walking,109,"Action,Adventure,Fantasy",5.7,100000000.0,27072169.0
The Last Duel,97,"Action,Crime",5.2,100000000.0,30080003.0
The Adventures of Pluto Nash,95,"Action,Comedy,Sci-Fi",3.9,100000000.0,7094995.0
Jin líng shí san chai,,,,100000000.0,98227017.0
The Midnight Sky,118,"Adventure,Drama,Sci-Fi",5.7,100000000.0,75615.0
The Peanuts Movie,88,"Adventure,Animation,Comedy",7.0,99000000.0,250091610.0
The LEGO Movie 2: The Second Part,,,,99000000.0,190131035.0
The Mummy Returns,130,"Action,Adventure,Fantasy",6.4,98000000.0,435040395.0
Ford v. Ferrari,,,,97600000.0,224390706.0
Gangs of New York,67,"Crime,Drama",6.2,97000000.0,183124621.0
Alien: Covenant,122,"Horror,Sci-Fi,Thriller",6.4,97000000.0,238521247.0
Cinderella,52,"Drama,Fantasy",6.1,95000000.0,542351353.0
Ice Age: Continental Drift,88,"Adventure,Animation,Comedy",6.5,95000000.0,879765137.0
Black Hawk Down,144,"Action,Drama,History",7.7,95000000.0,159691085.0
Trolls Band Together,91,"Adventure,Animation,Comedy",6.0,95000000.0,209673929.0
Sex and the City 2,146,"Comedy,Drama,Romance",4.5,95000000.0,294680778.0
Percy Jackson &amp; the Olympians: The Lightning Thief,,,,95000000.0,223050874.0
The Campaign,93,"Comedy,Drama",6.4,95000000.0,104907746.0
Unstoppable,96,"Action,Adventure,Drama",4.9,95000000.0,165720921.0
The Fifth Element,126,"Action,Adventure,Sci-Fi",7.6,95000000.0,263892271.0
The Road to El Dorado,89,"Adventure,Animation,Comedy",6.9,95000000.0,65700000.0
The Lovely Bones,135,"Drama,Fantasy,Thriller",6.6,95000000.0,94894448.0
Ben-Hur,212,"Adventure,Drama",8.1,95000000.0,91669648.0
Ferrari,130,"Biography,Drama,History",6.4,95000000.0,40712490.0
Seventh Son,102,"Action,Adventure,Fantasy",5.5,95000000.0,108874967.0
The Lord of the Rings: The Return of the King,201,"Action,Adventure,Drama",9.0,94000000.0,1123837908.0
Finding Nemo,100,"Adventure,Animation,Comedy",8.2,94000000.0,936094852.0
The Lord of the Rings: The Two Towers,179,"Action,Adventure,Drama",8.8,94000000.0,921715176.0
Lara Croft: Tomb Raider,100,"Action,Adventure,Fantasy",5.8,94000000.0,273330185.0
Kingsman: The Secret Service,129,"Action,Adventure,Comedy",7.7,94000000.0,404561724.0
The Lord of the Rings: The Fellowship of the Ring,178,"Action,Adventure,Drama",8.9,93000000.0,894316394.0
Jurassic Park III,92,"Action,Adventure,Sci-Fi",5.9,93000000.0,365900000.0
Rise of the Planet of the Apes,105,"Action,Drama,Sci-Fi",7.6,93000000.0,470986200.0
The Spiderwick Chronicles,96,"Action,Adventure,Drama",6.5,92500000.0,162839667.0
The Incredibles,115,"Action,Adventure,Animation",8.0,92000000.0,631441092.0
A Good Day to Die Hard,98,"Action,Thriller",5.2,92000000.0,304249198.0
The Alamo,162,"Adventure,Drama,History",6.8,92000000.0,23911362.0
Cutthroat Island,124,"Action,Adventure,Comedy",5.7,92000000.0,18517322.0
The Secret Life of Walter Mitty,110,"Comedy,Fantasy,Romance",6.9,91000000.0,187861183.0
Jumanji: Welcome to the Jungle,119,"Action,Adventure,Comedy",7.0,90000000.0,961632807.0
Men in Black,98,"Action,Adventure,Comedy",7.3,90000000.0,587790539.0
Toy Story 2,92,"Adventure,Animation,Comedy",7.9,90000000.0,511358276.0
Rush Hour 2,90,"Action,Comedy,Crime",6.7,90000000.0,347425832.0
Sherlock Holmes,116,"Crime,Mystery",6.2,90000000.0,498438212.0
Bad Boys For Life,,,,90000000.0,424471663.0
Ice Age: Dawn of the Dinosaurs,94,"Adventure,Animation,Comedy",6.9,90000000.0,886686817.0
Sonic the Hedgehog 2,122,"Action,Adventure,Comedy",6.5,90000000.0,405154426.0
Spider-Man: Into The Spider-Verse 3D,,,,90000000.0,374561597.0
Puss in Boots: The Last Wish,102,"Action,Adventure,Animation",7.8,90000000.0,485254377.0
What Lies Beneath,130,"Drama,Horror,Mystery",6.6,90000000.0,288693989.0
Sonic The Hedgehog,,,,90000000.0,302536124.0
Rio,77,"Crime,Drama,Romance",6.1,90000000.0,487517241.0
Once Upon a Time…in Hollywood,,,,90000000.0,377426903.0
The Departed,151,"Crime,Drama,Thriller",8.5,90000000.0,289660619.0
Charlie's Angels,98,"Action,Adventure,Comedy",5.6,90000000.0,259736090.0
Tropic Thunder,107,"Action,Comedy,War",7.1,90000000.0,191145256.0
The Girl with the Dragon Tattoo,152,"Crime,Drama,Mystery",7.8,90000000.0,239373970.0
Contact,150,"Drama,Mystery,Sci-Fi",7.5,90000000.0,165900000.0
You Don't Mess With the Zohan,,,,90000000.0,202910991.0
Die Hard: With a Vengeance,,,,90000000.0,366101666.0
DC League of Super Pets,,,,90000000.0,203891589.0
The Magnificent Seven,128,"Action,Adventure,Drama",7.7,90000000.0,162122642.0
Alvin and the Chipmunks: The Road Chip,92,"Adventure,Comedy,Family",4.9,90000000.0,249517956.0
Atlantis: The Lost Empire,95,"Action,Adventure,Animation",6.9,90000000.0,186049020.0
Valkyrie,121,"Drama,History,Thriller",7.1,90000000.0,203932174.0
Pixels,100,"Action,Comedy",4.5,90000000.0,244041804.0
Artificial Intelligence: AI,,,,90000000.0,235900000.0
The Haunted Mansion,88,"Comedy,Family,Fantasy",5.2,90000000.0,155750628.0
Hollow Man,112,"Action,Horror,Sci-Fi",5.9,90000000.0,191200000.0
The Interpreter,128,"Crime,Mystery,Thriller",6.4,90000000.0,162753837.0
Percy Jackson: Sea of Monsters,106,"Adventure,Family,Fantasy",5.7,90000000.0,200859554.0
Lara Croft: Tomb Raider: The Cradle of Life,,,,90000000.0,157092943.0
Now You See Me 2,129,"Action,Adventure,Comedy",6.4,90000000.0,328325007.0
Spy Game,126,"Action,Crime,Thriller",7.1,90000000.0,143049560.0
The Saint,116,"Action,Adventure,Romance",6.2,90000000.0,169400000.0
Mission to Mars,114,"Adventure,Sci-Fi,Thriller",5.7,90000000.0,106000000.0
Tomb Raider,119,"Action,Adventure,Fantasy",6.3,90000000.0,273477501.0
Bicentennial Man,132,"Drama,Romance,Sci-Fi",6.9,90000000.0,87420776.0
King Arthur,126,"Action,Adventure,Drama",6.3,90000000.0,203653524.0
Volcano,60,"Drama,Romance",6.7,90000000.0,120100000.0
Death on the Nile,140,"Crime,Drama,Mystery",7.3,90000000.0,130298184.0
The Devil's Own,111,"Action,Crime,Drama",6.2,90000000.0,140900000.0
K-19: The Widowmaker,138,"Drama,History,Thriller",6.7,90000000.0,65716126.0
Conan the Barbarian,129,"Action,Adventure,Fantasy",6.9,90000000.0,63356133.0
The Three Musketeers,\N,Drama,5.4,90000000.0,139877913.0
The Promise,97,"Drama,Romance",6.4,90000000.0,10551417.0
The Nutcracker in 3D,,,,90000000.0,20466016.0
Twister,93,"Comedy,Drama",5.2,88000000.0,495700000.0
Cinderella Man,144,"Biography,Drama,Romance",8.0,88000000.0,105021488.0
The Predator,107,"Action,Adventure,Sci-Fi",5.3,88000000.0,159487563.0
Snake Eyes: G.I. Joe Origins,,,,88000000.0,34677221.0
Fantastic Four,106,"Action,Adventure,Fantasy",5.7,87500000.0,333132750.0
Hannibal,103,"Action,Adventure,Biography",5.2,87000000.0,350100280.0
Renfield,93,"Action,Comedy,Fantasy",6.4,86203077.0,26874347.0
Seabiscuit,140,"Drama,History,Sport",7.3,86000000.0,148715342.0
Bullet Train,152,"Action,Crime,Drama",6.8,85900000.0,238534963.0
Cast Away,143,"Adventure,Drama,Romance",7.8,85000000.0,427230516.0
Happy Feet,108,"Adventure,Animation,Comedy",6.4,85000000.0,385000315.0
Kung Fu Panda 4,94,"Action,Adventure,Animation",6.3,85000000.0,548051140.0
Ocean\'s Eleven,,,,85000000.0,450728529.0
The Bourne Supremacy,108,"Action,Mystery,Thriller",7.7,85000000.0,311001124.0
Air Force One,124,"Action,Crime,Drama",6.5,85000000.0,315268353.0
Sing 2,110,"Adventure,Animation,Comedy",7.3,85000000.0,404534588.0
Fast &amp; Furious,,,,85000000.0,359347833.0
Horton Hears a Who,,,,85000000.0,299477886.0
Elvis,65,\N,8.1,85000000.0,279938634.0
Divergent,\N,"Comedy,Drama",5.3,85000000.0,276014965.0
Hotel Transylvania,91,"Adventure,Animation,Comedy",7.0,85000000.0,378119469.0
Shazam!,132,"Action,Adventure,Comedy",7.0,85000000.0,363563907.0
Enchanted,96,Comedy,4.9,85000000.0,340384141.0
Safe House,112,"Drama,Thriller",6.8,85000000.0,207884401.0
I Now Pronounce You Chuck and Larry,,,,85000000.0,185708462.0
Ocean\'s Thirteen,,,,85000000.0,311744465.0
It’s Complicated,,,,85000000.0,224614744.0
Enemy of the State,132,"Action,Thriller",7.3,85000000.0,250649836.0
Open Season,104,"Action,Drama,Thriller",6.0,85000000.0,191932158.0
Tower Heist,104,"Action,Comedy,Crime",6.2,85000000.0,150422946.0
102 Dalmatians,100,"Adventure,Comedy,Family",4.8,85000000.0,66941559.0
Mirror Mirror,104,"Horror,Thriller",5.5,85000000.0,173613482.0
The Holiday,136,"Comedy,Romance",7.0,85000000.0,204920447.0
The Fast and the Furious: Tokyo Drift,104,"Action,Crime,Thriller",6.1,85000000.0,157794205.0
Memoirs of a Geisha,145,"Drama,Romance",7.3,85000000.0,161510853.0
Enemy at the Gates,131,"Action,Drama,War",7.5,85000000.0,96971293.0
Last Action Hero,130,"Action,Adventure,Comedy",6.5,85000000.0,137298489.0
The Rundown,104,"Action,Adventure,Comedy",6.7,85000000.0,80831893.0
Arthur Christmas,97,"Adventure,Animation,Comedy",7.1,85000000.0,147799400.0
xXx: Return of Xander Cage,107,"Action,Adventure,Thriller",5.2,85000000.0,345033359.0
Meet Joe Black,178,"Drama,Fantasy,Romance",7.2,85000000.0,44650003.0
Cats &amp; Dogs: The Revenge of Kitty Galore,,,,85000000.0,113026383.0
Collateral Damage,108,"Action,Drama,Thriller",5.5,85000000.0,78353508.0
Showtime,98,"Drama,Musical",5.8,85000000.0,78948765.0
Judge Dredd,96,"Action,Crime,Sci-Fi",5.6,85000000.0,113487912.0
